id,artist_name,genre,genre_number
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,R&B,17
6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,R&B,17
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,Dance Pop,7
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,Indie,12
5KKpBU5eC2tJDzf0wmlRp2,RAYE,R&B,17
78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,Indie,12
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,Hip-Hop,11
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,R&B,17
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,Dance Pop,7
716NhGYqD1jl2wI1Qkgq36,Bizarrap,Hip-Hop,11
