id,title,genre,genre_number,Production Country,Release Year,Director,Plot
30665,여친남친,멜로,3,대만,2012,양아체,"고등학교,친구,사랑과우정,여름"
27931,에브리씽 유브 갓 하우 두 유 노우?,코메디,13,미국,2010,제임스 L. 브룩스,"소프트볼,국가대표,탈락,투수,중역,회계,부정,누명"
26150,러블리 본즈,드라마,2,"미국,영국,뉴질랜드",2009,피터 잭슨,"강간,경찰,별거,살인,소설원작,시체,연쇄살인범,이웃,천국"
27933,S.W.A.T.: 파이어 파이트,액션,10,미국,2011,베니 붐,"동료,킬러,LA,경찰특공대,심리학자,인질,복수"
4915,접속,멜로,3,대한민국,1997,장윤현,"PC통신,데뷰작,라디오PD,벨벳언더그라운드,심야드라이브,채팅,컴퓨터,홈쇼핑가이드,흥행작,프로듀서,PD,음악PD"
36833,아다댄스,뮤지컬,5,대한민국,2024,이소현,블랙코미디
30060,대학살의 신,드라마,2,"프랑스,독일,폴란드,스페인",2011,로만 폴란스키,"부부,초등학교,학부모,싸움"
27936,스콧 필그림,액션,10,"미국,영국,캐나다",2010,에드가 라이트,"토론토,록밴드,이상형,데이트,결투,전남자친구"
27937,복수자,액션,10,미국,2010,조지 틸만 주니어,"은행털이,감옥,복수,은퇴,형사,킬러"
10268,은빛공포,공포,1,,,토비 후퍼,"핵, 인디영화"
27940,신들의 전쟁,액션,10,미국,2011,타셈 싱,"신,영웅,올림푸스,전쟁,석공,예지자,운명"
30063,이프 유 다이,드라마,2,프랑스,2011,이네 살림,"출소,약혼녀,장례식,이슬람"
26494,믿음의 승부,드라마,2,미국,2006,알렉스 켄드릭,"미식축구선수,기독교"
30247,어둠 속의 빛,드라마,2,"독일,폴란드",2011,아그네츠카 홀란드,"하수구,유대인,신고,연민"
26238,우리가 꿈꾸는 기적: 인빅터스,드라마,2,미국,2009,클린트 이스트우드,"실화바탕,럭비,남아프리카공화국,실존인물"
26789,존 웨인의 백야의 탈출,드라마,2,미국,1953,월리암 웰만,
29870,디즈니 캠프,코메디,13,미국,1994,스티븐 브릴,
29871,블랭크맨,액션,10,미국,1994,마이크 바인더,
29957,명검천마,무협,4,,,초진강,
30033,인생극장,드라마,2,일본,1968,우치다 토무,"야쿠자,감옥,삼각관계,출소"
30711,천하영웅,드라마,2,중국,2010,첸 카이거,"누명,후손,원수,복수,양아버지,혼란"
27945,독신남,코메디,13,중국,2010,지 하우,"시골마을,노총각,할아버지,회상,청춘"
27950,스나이퍼: 리로디드,액션,10,남아프리카공화국,2011,클라우디오 파,"아프리카,유엔군,저격수,암살자"
26203,블라인드 사이드,드라마,2,미국,2009,존 리 행콕,"거구,기부,대학,미시시피,미식축구,빨래방,스카우트,인종,입양,장학생,실화바탕"
30486,섀도우 댄서,드라마,2,영국,2012,제임스 마쉬,"IRA,스파이,영국"
27952,무솔리니와 차 한 잔,코메디,13,"이탈리아,영국",1999,프란코 제피렐리,"제2차세계대전,플로렌스,피카소,무솔리니,이탈리아,파시즘"
30244,스틸,드라마,2,미국,2009,앤더스 앤더슨,"실종,아들,형사,비밀"
29877,핑크 팬더 3-돌아온 핑크 팬더,코메디,13,영국,1975,블레이크 에드워드,"다이아몬드,도둑,팬텀,누명,은둔생활"
26008,솔로이스트,드라마,2,미국,2009,조 라이트,"바이올린, 정신분열, 기자, 천재"
26780,안나 카레니나,드라마,2,영국,1948,줄리앙 뒤비비에,"지주,기차역,귀족,장교"
26296,미 투,드라마,2,스페인,2009,"안토니오 나아로,알바로 파스톨","다운증후군,첫사랑,직장동료"
27979,슈퍼 에이트,SF,15,미국,2011,J.J. 에이브람스,"목격,열차사고,정체불명,1979년,8mm카메라,십대모험"
26493,피스트 오브 러브,드라마,2,미국,2007,로버트 벤톤,"교수,커피숍,레즈비언,이웃,불륜"
16264,그 후,드라마,2,대한민국,2017,홍상수,"흑백영화,소문,가족"
9950,유유백서,액션,10,,,이이지마 아사카츠,"애니메이션, 탐정, 마계, TV시리즈"
29886,스케이트보드 키드2,판타지,14,미국,1995,앤드루 스티븐슨,"전투기,비행기추락사고,성장,압류,위기,스케이트보드"
29889,사이보그 캅,액션,10,미국,1994,샘 퍼스텐버그,"마약단속반(DEA),인질극,총격전,살해,헤로인,사이보그,음모"
29893,외계인 뭉치,코메디,13,미국,1994,짐 와이노르스키,"소동,외계인,초능력,성희롱,사별"
36139,골드넘버,코메디,13,,,박천,
27987,신 소림사 - 쿵푸마스터,액션,10,중국,2010,도우 시아오,"소림사,쿵푸,스님,무술고수,왕"
26239,리틀 디제이,드라마,2,일본,2010,나가타 코토,"라디오PD,라디오DJ,엽서,추억"
27980,러브 앤 프렌즈,코메디,13,미국,2011,루크 그린필드,"연애,변호사,뉴욕,디자이너,결혼식,생일,약혼자,동기,여름휴가"
27864,엑스맨: 퍼스트 클래스,액션,10,미국,2011,매튜 본,"CIA,냉전,돌연변이,마블코믹스,만화원작,미국만화원작,속편,시리즈,우정,유전자,텔레파시,핵전쟁"
27990,13인의 자객,액션,10,"일본,영국",2010,미이케 다카시,
27991,게임 오브 데스,액션,10,미국,2010,지오지오 세라피니,"전직CIA,은퇴,국가기밀,무기,불법판매,비리"
27926,그린랜턴: 반지의 선택,액션,10,미국,2011,마틴 캠벨,"반지,우주,은하계,후계자,만화원작,미국만화원작,영웅"
26566,러브 인 샌프란시스코,드라마,2,"미국,영국",2005,폴 마예다 버지스,
26295,데드라인,드라마,2,미국,2009,숀 맥콘빌,"마감,시나리오작가,욕조,임신,캠코더,비디오테이프"
51991,워 위드 그랜파,코메디,13,미국,2020,팀 힐,
29900,폭풍의 라이더,코메디,13,미국,1993,"비버리 세바스티안,퍼드 세바스티안 ","오토바이,캘리포니아,도움,협박,습격"
28128,철모,액션,10,미국,1951,사무엘 풀러,"6.25,6.25,625,한국전쟁,미군포로"
26325,아버지를 마지막으로 본 것은 언제입니까?,드라마,2,영국,2007,아난드 턱커,"부자관계,소설원작,시인,의사,전기"
25974,제노바,드라마,2,영국,2008,마이클 윈터바텀,"딸, 엄마, 교통사고, 제노바"
27932,사랑과 죽음,드라마,2,미국,1975,우디 알렌,"유부녀,겁쟁이,나폴레옹,러시아,군입대,오페라,대포"
28001,다크 리벤지,액션,10,미국,2011,케오니 왝스먼,"시애틀,중국,비밀경찰,스트리퍼,흑마술"
27934,추운 곳에서 온 스파이,드라마,2,영국,1965,마틴 리트,"소설원작,영국,정보국,스파이,동독,퇴직,도서관사서,알코올중독"
29861,플라이트 아이비스,드라마,2,미국,1996,릭 목슬리,"마약밀수,카리브해,계략,탈옥,복수,은신처"
28009,체인지 어드레스,코메디,13,프랑스,2006,엠마누엘 무레,"내성적,음악가,여대생,룸메이트,충고"
28010,넉 아웃,액션,10,태국,2010,,"액션,할리우드,스턴트맨,오디션,격투경기"
61904,트랩,범죄,7,"미국,캐나다",2024,M. 나이트 샤말란,
29862,명백한 죄악,드라마,2,미국,2008,마크 웨버,"필리델피아,빈민,의료보험,사랑과우정"
29867,쥐트코트의 주말,드라마,2,프랑스,1964,앙리 베르누이,"프랑스,해안,독일,패잔병"
27943,장 쟝티,드라마,2,멕시코,2010,"이스라엘 카르데나스,로라 아멜리아 구즈만 ","중년남자,일자리,교수,외국인노동자,세계화"
31265,천공의 눈,범죄,7,홍콩,2007,유내해,"감시,미행,잠복근무,잠복수사,비밀경찰"
27944,엘류테리아의 꿈,드라마,2,필리핀,2010,렘튼 시에가 수아솔라,"빚,결혼,배,롱테이크"
35431,커피 카피,드라마,2,,,,
27951,카타리나 블룸의 잃어버린 명예,드라마,2,독일,1975,"폴커 쉴런도르프,마가레뜨 본 트로타","이혼녀,가정부,경찰,테러범,신문기자"
28015,커플로 살아남기,코메디,13,미국,2010,그레그 버란티,"데이트,양육,케이터링,앙숙"
32142,자전거 수업,드라마,2,대한민국,2019,한서원,
28020,8인의 사무라이,액션,10,미국,2008,저스틴 앰브로시노,"검술,배우,사무라이"
28021,비치슬랩,액션,10,미국,2009,릭 제이콥슨,"사막,다이아몬드,고문,세 여자"
27953,바이올린,드라마,2,멕시코,2005,프란시스코 바르가스,"농사,음악가,반란군,바이올린,전쟁"
28024,딜레마,코메디,13,미국,2011,론 하워드,"독신주의자,불륜,미행,친구"
29879,이 소년의 삶,드라마,2,미국,1993,마이클 카튼-존스,"아프리카,1950년대,실직,구혼,아버지"
28026,박쥐성의 무도회,코메디,13,"미국,영국",1967,로만 폴란스키,"흡혈귀,뱀파이어,교수,외딴마을"
37102,이리할멈,스릴러,9,대한민국,2024,"조정민,조경민",
27955,글렌 굴드에 관한 32개의 이야기,드라마,2,캐나다,1993,프랑소와 지라드,"클래식,피아니스트,재즈,천재"
27956,리틀 걸,드라마,2,"캐나다,미국,프랑스",1976,니콜라스 게스너,"이민,이혼,독살,지하실,아버지와딸"
27957,트리 오브 라이프,드라마,2,미국,2011,테렌스 맬릭,"중년남자,건축가,아버지와아들,가족"
27970,크로스,드라마,2,"우크라이나,프랑스",2011,마리나 브로다,
37317,핏줄,공포,1,대한민국,2024,임의준,
4984,화이트 발렌타인,멜로,3,대한민국,1999,양윤호,"위문편지,비둘기,서점"
36399,소용돌이,공포,1,대한민국,2024,장재우,
31116,선 위의 세상,SF,15,서독,1973,라이너 베르너 파스빈더,
60355,콰이어트 플레이스: 첫째 날,공포,1,미국,2024,마이클 사노스키,
31118,우리동네 포르노스타,코메디,13,프랑스,2012,프랭크 가스탐비드,"포르노,스타,대박,백수,소꿉친구"
27981,링컨 차를 타는 변호사,드라마,2,미국,2011,브래드 퍼맨,"변호사,LA,의뢰인,강간미수,재벌,범인"
27983,마마 고고,드라마,2,아이슬란드,2010,프리드릭 토르 프리드릭슨,"알츠하이머병,남편의죽음,요양원,탈출,엄마와아들"
27988,음모자,드라마,2,미국,2010,로버트 레드포드,"링컨,암살,변호사,무죄,남북전쟁"
28030,포인트 블랭크,스릴러,9,프랑스,2010,프레드 카바예,"아내,만삭,의식불명,납치,추격"
28031,그녀에 관해 알고 있는 두세 가지 것들,코메디,13,프랑스,1967,장 뤽 고다르,
27994,스킬스,드라마,2,스웨덴,2011,요하네스 루네보그,"경찰,불법,게임,복수"
4938,8월의 크리스마스,멜로,3,대한민국,1998,허진호,"사진관,사진사,시한부,불치병,주차단속,영정사진,비디오리모콘,데뷰작"
29908,홍금보의 채리불권,액션,10,중국,2011,"황명승 ,나혜덕 ","무술,도장,도전,명예"
27997,밴디지,드라마,2,일본,2010,고바야시 타케시,"락밴드,1990년대,음악,열정"
36832,날개,공포,1,대한민국,2024,김종희,
60898,애비게일,공포,1,"미국,아일랜드",2024,"맷 베티넬리 올핀,타일러 질렛",
29899,하우스게스트,드라마,2,미국,1992,신디 로 존슨,"사진관,동거,바람,죄책감,화재,불법체류자,위장결혼"
31203,배틀 서커스,드라마,2,미국,1953,리차드 브룩스,"625,6.25,6.25,한국전쟁,러브스토리"
31227,에어라인 플라이트,액션,10,미국,2010,존 윌리스 3세,"항공기,납치,테러리스트,딜레마"
31204,권법 쿵푸의신,드라마,2,홍콩,2010,정사걸,"무술,코미디,쿵푸,권법"
31205,버닝맨,드라마,2,"영국,오스트레일리아",2011,조나단 리플리츠키,"아내,기억,요리사,이별,시간"
31231,세븐 싸이코패스,코메디,13,"미국,영국",2012,마틴 맥도나,"시나리오작가,사이코패스,살인"
36775,바리데기,공포,1,대한민국,2024,이세원,
31153,까밀 리와인드,드라마,2,프랑스,2012,노에미 르보브스키,"40대,과거,이혼,타임리프,현실,시간여행"
28002,밴드 명: 올 댓 아이 러브,드라마,2,폴란드,2009,Jacek Borcuch,"폴란드,노조,펑크밴드,반항,정체성"
37702,악몽,공포,1,대한민국,2024,김정민,
37512,괴기열차,공포,1,대한민국,2024,탁세웅,
29924,파이널 프로젝트,어드벤처,11,캐나다,1995,돈 그론퀴스트,"암호,나치,금괴,유태인,히틀러,지하동굴"
28003,실락원,드라마,2,일본,1997,모리타 요시미츠,"불륜,권태,부부관계,죄책감,밀월여행,파국"
31259,환상의 순간,드라마,2,스페인,2012,디에고 모디노,"환상,현실,폭력,세상"
31260,아빠의 트럭,드라마,2,"브라질,베트남",2013,마우리씨오 오사키,"하루,성장영화,로드무비,베트남,현실,도덕"
31261,소사이어티,드라마,2,스웨덴,2012,얀스 아수르,"이방인,여행,생존,두려움,변화"
31263,러브레이스,드라마,2,미국,2012,"롭 엡스타인,제프리 프리드먼","실화바탕,여배우,여성인권,인권운동가,포르노배우,헐리우드,성인영화배우,린다러브레이스"
36223,씬,공포,1,대한민국,2024,한동석,"오컬트,좀비,마약,부패경찰,초능력,영화촬영장,영화촬영,실험영화,언데드,폐교,복수,무당"
31264,스위트 카르마,드라마,2,캐나다,2009,앤드류 토마스 헌트,"복수,스트리퍼,언니,캐나다,반전"
35655,파묘,공포,1,대한민국,2024,장재현,"오컬트,무당,묘지,풍수지리,지관,도깨비불,빙의"
31214,트랜센던스,SF,15,미국,2013,월리 피스터,"슈퍼컴퓨터,두뇌,천재,과학자,인공지능"
36441,그녀들이 빠졌네,공포,1,대한민국,2024,신표,
31145,러쉬라이트,액션,10,미국,2013,안토니 스투츠,"공모,범죄,유산,가장,인생역전"
30189,탱고 위드 미,드라마,2,"벨기에,프랑스",2012,프레데릭 폰테인,"교도관,탱고,짝사랑,연애"
28014,아나키인 재팬스케,드라마,2,일본,1999,제제 타카히사,"여배우,유괴,동거남,교통사고,반항"
28016,거침없이 사랑하라,드라마,2,"스페인,아일랜드",2008,마누엘 고메즈 페레이라,"소꿉친구,성폭행,연인,두려움"
29930,메리다와 마법의 숲,액션,10,미국,2012,"마크 앤드류스,브렌다 샤프먼","공주,스코틀랜드,양궁,저주,픽사스튜디오"
61537,이매지너리,공포,1,미국,2024,제프 와드로,
37015,신사: 악귀의 속삭임,공포,1,대한민국,2024,쿠마키리 카즈요시,
28022,타이페이 카페 스토리,드라마,2,대만,2010,소아전,"카페,자매,안식처,벼룩시장,교환"
30008,세레모니,코메디,13,미국,2010,맥스 윙클러,"동화작가,연상,결혼식,삼각관계"
28025,열정의 록큰롤,드라마,2,미국,1989,짐 맥브라이드,"록큰롤,재즈,사촌,레코드사"
31107,파괴된 낙원,드라마,2,프랑스,2012,이브 드부아즈,"아버지와딸,엄마,가족해체,소녀,성장기"
37453,글쓰신분 혹시...,공포,1,대한민국,2024,이승민,
30750,맨 오브 스틸,SF,15,"미국,캐나다",2013,잭 스나이더,"만화원작,미국만화원작,슈퍼히어로,슈퍼맨,슈퍼히어로,시리즈,영웅,외계인,히어로,외계행성,외계생명체,외계인침공,수퍼맨,속편"
31108,깃털,드라마,2,일본,2013,오자와 마사토,
31109,맘메이 아저씨,드라마,2,필리핀,2012,드웨인 발타자르,"필리핀,아저씨,죽음,기다림"
31110,눈물과 웃음의 베오그라드 안내서,드라마,2,세르비아,2011,보얀 불레티치,"옴니버스영화,세르비아,네커플,러브스토리,예술,정치"
31119,폰타네의 에피 브리스트,드라마,2,서독,1974,라이너 베르너 파스빈더,"결혼,연애,사랑,불륜"
31246,거친 창공 너머,SF,15,"독일,프랑스",2005,베르너 헤어조크,"우주,우주비행사,혹성,판타지,SF"
31247,엔더스 게임,SF,15,미국,2013,개빈 후드,"우주,군대,침공,재능"
31120,악마의 양조법,드라마,2,서독,1976,라이너 베르너 파스빈더,시인
28029,기나긴 이별,드라마,2,미국,1973,로버트 알트만,"사립탐정,바람피우기,국경탈출"
36442,그녀들이 빠졌다,공포,1,대한민국,2024,신표,
28066,초(민망한)능력자들,코메디,13,"미국,영국",2009,그랜트 헤스로브,"특종,기자,육군,초능력,염소,동행취재"
29898,모든 것은 벗는 것으로 시작됐다,드라마,2,일본,2012,나카마치 사쿠,
37399,[마이 아티 필름] 카리나 : 업,액션,10,대한민국,2024,김보민,
28071,엽기적인 그녀 2,코메디,13,중국,2010,마위호,"실연,여행,자살시도,동병상련,인연"
30009,매직 마이크,코메디,13,미국,2012,스티븐 소더버그,"무대,스트리퍼,퍼포먼스,해변,멘토,남성스트리퍼,스트립쇼"
60881,사탄,공포,1,인도,2024,비카스 발,
29909,피스톨,드라마,2,미국,1991,프랭크 C. 슈로더,"농구,기적,NBA,키,신화,농구선수"
31194,여자감옥,드라마,2,일본,2013,타케호라 테츠야,"관리,누명,섬,죄수,복수"
31226,내 여친은 피규어,드라마,2,일본,2013,이시이 다카시,"해고,부당해고,마네킹,미소녀,환상"
31228,욕망의 법칙,드라마,2,"스페인,브라질",2012,자비에 빌랴베르데,"격투기,댄서,바람,이별,삼각관계"
30016,조이풀 노이즈,코메디,13,미국,2012,토드 그라프,"성가대,불협화음,뮤지컬,전국대회"
31229,도터,드라마,2,미국,2012,조나단 M. 레빈,"시장,자작극,납치,아빠"
29940,사후환생,코메디,13,홍콩,1992,두기봉,"유괴,살해,꼬마,귀신,삼촌,사후세계"
31058,픽포켓,액션,10,미국,2011,마이클 코렌트,"소매치기,한방,다이아몬드,인생역전,원나잇스탠드"
36912,둠벙,미스터리,6,대한민국,2024,이동주,
31233,네가 원한다면,드라마,2,스페인,2010,아쳬로 마냐스,"아버지,사랑,아내의죽음,여장"
31223,넥스트 투모로우,SF,15,미국,2011,트레비스 포트,"재난영화,빙산,기후학자,미국"
29959,로큰롤 판타지,코메디,13,미국,1992,데이빗 마이클 라트,
31224,브랜디드,SF,15,"미국,러시아",2012,"제이미 브랜드쇼,알렉산드르 듀러레인","마케팅,홍보,브랜드,특별한 능력"
31051,스톨른,액션,10,미국,2012,사이먼 웨스트,"강도,추격,출감,납치"
27992,워 오브 투모로우,액션,10,"오스트레일리아,미국",2010,스튜어트 베티,"계곡,캠핑,침공,친구,군대"
29911,크로싱,드라마,2,미국,1992,마이크 바인더,"고교동창,스트립클럽,마약거래,국경,마리화나"
29925,프랭크와 에멧,드라마,2,미국,1992,버즈 컬릭,"교통사고,재활,식물인간,보살핌,가족애"
31206,욕망의 트라이앵글,드라마,2,일본,2013,죠죠 히데오,"주부,중매결혼,금기,불륜,배신"
31208,기억하고있다,드라마,2,일본,2005,"요시다 히데아키,쿠보 토모히로,아카이시 토모유키","옴니버스영화,옴니버스영화영화,과거,전생,환상,기억"
31179,플레이스 비욘드 더 파인즈,드라마,2,미국,2013,데릭 시엔프랜스,"강도,악연,고등학교,아들"
31209,이고르와 학의 여행,드라마,2,"이스라엘,독일,폴란드",2012,예프게니 루만,"소년,어른,모험,도전"
28092,핑크 플라밍고,코메디,13,미국,1972,존 워터스,
31211,식스 액트,드라마,2,이스라엘,2012,조나단 거핀켈,"전학,SNS,사진,타락"
28098,내일의 죠,액션,10,일본,2011,소리 후미히코,"권투,라이벌,고아,감옥,프로복서,대결"
10223,보아전쟁,드라마,2,,,알렌 나탄슨,"역사, 반전"
29949,최후의 살인 청부,범죄,7,이탈리아,1992,로몰로 구에리에리,"베트남전쟁,정신과의사,살인청부,마피아"
36204,뒤주,공포,1,대한민국,2024,김지운,
834,사랑은 주는것,멜로,3,대한민국,1962,엄심호,"라디오드라마원작,라디오연속극원작,흑백시네마스코프,여기자,잡지기자,건축설계사,건축가,아내의죽음,통속"
31216,"패션, 위험한 열정",드라마,2,"독일,프랑스",2012,브라이언 드 팔마,"광고회사,욕망,성공,두여자,스릴러"
61489,스트레인저스: 챕터1,공포,1,미국,2024,레니 할린,
31248,애프터,스릴러,9,미국,2012,라이언 스미스,"의식불명,교통사고,마을"
61718,마야,공포,1,베트남,2024,응우옌 흐우 호앙,
31217,슈퍼스타,드라마,2,프랑스,2012,자비에 지아놀리,"슈퍼스타,토크쇼,미디어,군중심리"
28037,어제의 이별,드라마,2,서독,1966,알렉산더 클루게,"보호감찰,동독,불륜"
31253,세상의 끝까지 21일,SF,15,"미국,싱가포르,말레이시아,인도네시아",2012,로렌 스카파리아,"로드무비,지구종말,이웃,충돌,여행"
37077,늘봄가든,공포,1,대한민국,2024,구태진,
26667,미스터 이빨요정,코메디,13,"미국,캐나다",2010,마이클 렘벡,"마이너리그,아이스하키,이빨요정,요정"
61130,이매큘레이트,공포,1,"이탈리아,미국",2024,마이클 모한,
29933,카페 드 플로르,드라마,2,"캐나다,프랑스",2011,장 마크 발레,"인연,파리,몬트리올,1960년대"
31234,컴플라이언스,드라마,2,미국,2012,크레이그 조벨,"공권력,독립영화,심문,보이스피싱,성폭력,실화바탕"
28110,호드,액션,10,프랑스,2009,"얀닉 다한 ,벤자민 로체르","경찰,갱단,복수,괴생명체,협력"
28113,헤어드레서,코메디,13,독일,2010,도리스 도리,"베를린,독일통일,귀향,미용실,과체중"
31235,폭스파이어,드라마,2,"프랑스,캐나다",2012,로랑 깡테,"소녀,그룹,여섯 명,위기"
31240,블링 링,드라마,2,"미국,영국,프랑스,독일,일본",2013,소피아 코폴라,"10대,비행청소년,일탈,범죄"
31242,프린세스 사쿠라,드라마,2,일본,2012,하시모토 하지메,"사랑,명문가,공주,타락,외동딸,가문"
31244,탈옥의사 엔마,드라마,2,일본,2013,코누마 유이치,"난치병,병원비,탈옥,여동생,수술"
31245,무사 4대 문파와의 혈투,드라마,2,중국,2011,서호봉,"왜구,전투,호위무사,무술고수"
28190,이치 더 킬러,액션,10,일본,2001,미이케 다카시,
28191,배드 티처,코메디,13,미국,2011,제이크 카즈댄,
28038,어느 여자 노예의 부업,드라마,2,서독,1973,알렉산더 클루게,"낙태,비정규직,생계유지"
29964,공룡지대,SF,15,미국,1969,짐 오코놀리,"인디언,카우보이,쇼단원,투우사,공룡,계곡"
29965,화이트 밀크,액션,10,미국,2011,디토 몬티엘,"살해죄,할머니,미제사건,경찰,익명"
29969,빌리와 용감한 녀석들 3D,가족,0,독일,2010,"라인하드 크루소,호거 태프","사자,우기,홍수,미어캣"
28057,저개발의 기억,드라마,2,쿠바,1968,토마스 구티에레즈 알레아,
29973,내게 내일은 없다,스릴러,9,캐나다,1993,머레이 배틀,"감옥,우정,출소,인질,석방,체포"
29975,트랜서의 위기,액션,10,미국,1994,데이빗 너터,"시간,시간여행,타임머신,보석,지구"
28067,겟 카터,드라마,2,영국,1971,마이크 호지스,"암흑가,갱단,장례식,복수극"
30011,제이니 존스,드라마,2,미국,2010,데이빗 M. 로젠탈,"록밴드,아빠와딸,재능,공연"
37455,침범,미스터리,6,대한민국,2024,"김여정,이정찬",
30013,남편들,드라마,2,미국,1970,존 카사베츠,"중년남자,장례식,여행,일상"
840,겨울나그네,멜로,3,대한민국,1962,박종호,"미망인,편모,과부,비극적사랑,흑백시네마스코프,비련의여인"
30014,위대한 여행,드라마,2,"프랑스,모로코,불가리아,터키",2004,이즈마엘 페루키,"이슬람,성지순례,고행,아버지와아들"
30015,제이콥의 거짓말,드라마,2,독일,1974,프랭크 베이어,"제2차세계대전,유태인,라디오,거짓말"
30017,가족 생활,드라마,2,영국,1971,켄 로치,"런던,정신분열,임신,가부장"
31219,일대종사,드라마,2,"홍콩,중국",2012,왕가위,"쿵푸,무술,두여자,무협,운명"
37006,음어오아,뮤지컬,5,대한민국,2024,최나혜,
28140,황혼 - 몇 살이 되어도 남자와 여자,코메디,13,일본,2008,이마오카 신지,"목수,환갑,동창회,첫사랑,재회"
28076,황무지,드라마,2,미국,1973,테렌스 맬릭,"살인,도주,연쇄살인"
28077,자브리스키 포인트,드라마,2,미국,1970,미켈란젤로 안토니오니,"학교,학내 소요,사막,폭발"
28079,산타 바바라의 맹세,드라마,2,브라질,1962,안셀모 두아르테,"종교,이단"
28088,자유의 이차선,드라마,2,미국,1971,몬테 헬맨,"카레이서,자동차광,여정"
28090,구름에 가린 별,드라마,2,인도,1960,리트윅 가탁,"피난민,가족부양,가난,노동"
4397,웨딩드레스,멜로,3,대한민국,1990,이혁수,"베트남여인,베트남난민, 난민, 창녀, 대학입학, 밀월여행"
30002,무림성투사,액션,10,홍콩,1992,장소혜,"무사,중국,죽음,결투,무림고수"
28091,젊은 퇴를레스,드라마,2,"서독,프랑스",1966,폴커 쉴런도르프,"기숙학교,친구들,도둑질,공동체,지배와억압"
30004,추락한 백만장자,코메디,13,"미국,프랑스",1991,멜 브룩스,"부동산,슬럼가,내기,구걸,쾌감"
28945,붉은 밤,스릴러,9,"홍콩,프랑스,벨기에",2010,"줄리앙 카본,로렌트 코티아드","광동,오페라,프랑스,독약"
362,마음의 진주,멜로,3,대한민국,1958,윤대룡,"짝사랑,진실한사랑"
28096,내 이름은 조,드라마,2,"영국,스페인,이탈리아,독일,프랑스",1998,켄 로치,"알콜중독,실직,풋볼팀"
28149,신사동맹,코메디,13,영국,1960,바질 디어덴,
29961,하와이언 레시피,드라마,2,일본,2009,사나다 아츠시,"고양이,영화관,요리사,하와이,음식"
28151,천국의 그림자,코메디,13,핀란드,1986,아끼 까우리스마끼,"운전수,단조로운 삶,슈퍼마켓 직원"
31249,프리즈너스,드라마,2,미국,2013,드니 빌뇌브,"휴가,딸,실종,형사,수사"
28165,권총은 나의 패스포트,액션,10,일본,1967,노무라 다카시,"살인청부업자,배신,조직"
31162,투 마더스,드라마,2,"프랑스,벨기에",2013,안느 폰테인,"사랑,소꿉친구,아들,이혼,비밀"
31257,점프,드라마,2,불가리아,2012,"크리스티나 그로제바,페타르 발차노프 ","노총각,펜트하우스,관리,사랑"
28101,세이프,드라마,2,미국,1995,토드 헤인즈,
28172,간츠,액션,10,일본,2011,사토 신수케,"죽음,소꿉친구,게임,싸움"
28174,성룡의 쿵푸마스터,액션,10,중국,2009,"방강량,강평 ","인도네시아,성룡,쿵푸,낙제,여름방학,베이징"
28115,미시마,드라마,2,"미국,일본",1985,폴 슈래더,"자살,일본,아름다움"
29835,사막의 전사,액션,10,"미국,필리핀",1990,시리오 H. 산티아고,"사막,군대,난쟁이,원수,전사,배신"
28187,우울한 청춘,드라마,2,일본,2001,토요타 토시아키,"학원물,우정,옥상,박수,친구,고등학교"
62144,스마일 2,공포,1,미국,2024,파커 핀,
20913,일본의 비극,드라마,2,일본,1953,기노시타 게이스케,"전쟁미망인,패전,리얼리즘,홀어머니,모자지간,모자갈등"
846,처와 그 여인,멜로,3,대한민국,1963,안성찬,"불륜,두여자,첩,삼각관계,흑백시네마스코프"
61863,더 엑소시즘,공포,1,미국,2024,조슈아 존 밀러,
29847,화이트 울프,액션,10,미국,1993,캐서린 사이란,"여름캠프,우정,협동,늑대,구조"
29848,짐렛,스릴러,9,스페인,1995,호세 루이스 아코 스타,"연쇄살인,심장,배달,비디오활동가,반지,고백"
29849,쫄병 람보,코메디,13,미국,1994,다니엘 패트리 주니어,"군입대,전쟁영웅,예비군,적군,특수부대,아군"
28177,네이키드웨폰 - 사소리,액션,10,일본,2011,마위호,"남자친구,괴한,살해,복수,기억상실증"
28189,바람에 날리는 눈,드라마,2,일본,1959,기노시타 게이스케,
28192,기러기,드라마,2,일본,1953,도요다 시로,
29970,강철형사,드라마,2,미국,1993,게리 넬슨,"살해,수사관,범죄조직,음모,실체"
29978,스텝 업4 : 레볼루션,드라마,2,미국,2012,스콧 스피어,"대기업후계자,댄서,댄스배틀,마이애미,시리즈,속편"
29979,영 어덜트,드라마,2,미국,2011,제이슨 라이트먼,"고향,대필작가,성공,행복,술"
29983,오늘부터 시작이야,드라마,2,프랑스,1999,베르뜨랑 따베르니에,"유치원,광부,학부모,선생님"
28194,"봄날이여, 안녕",드라마,2,일본,1959,기노시타 게이스케,"재회,우정,달라진 현실"
28195,하루 또 하루,드라마,2,일본,1959,기노시타 게이스케,"서민,여름휴가,대출금"
28196,후에후키강,드라마,2,일본,1960,기노시타 게이스케,
29850,플래시톤,스릴러,9,미국,1994,해리 허위츠,"폰섹스,외로움,환상,에로틱,초상화,시체,자유"
29851,신기한 콩나무,코메디,13,미국,1994,마이클 데이비스,"발굴,콩,거인,해골,명물,상품화"
4507,장미빛 여자,멜로,3,대한민국,1991,박수일,"여기자,치과의사,치정살인,소유욕"
